Machine_ID,Model,RMSE,MAE,MAPE,SMAPE,WAPE,R2,loss,mae,val_loss,val_mae,learning_rate,model_file,Window
1,LSTM,0.279274558213589,0.2408438076158893,2.5356508188965563,54.15753234815252,47.31938011147995,-0.0116228183540942,0.0809402614831924,0.2447747886180877,0.078274205327034,0.2412651628255844,3.90625e-06,saved_models/model_LSTM_machine_1.h5,20
1,GRU,0.2807311677708627,0.2420516532598982,2.5472574800364063,54.35482176679515,47.55668954330892,-0.0222029602592181,0.0803960636258125,0.2433804869651794,0.0793511718511581,0.242650881409645,0.00025,saved_models/model_GRU_machine_1.h5,20
1,TCN,0.3235389206255578,0.2672994709342661,2.557190006295035,60.45586289517847,52.51721185586156,-0.3577159952166779,0.023221056908369,0.1211572811007499,0.1151793152093887,0.2757143676280975,0.00025,saved_models/model_TCN_machine_1.h5,20
2,LSTM,0.2867395188091582,0.2517677483119255,2.1895380127483035,58.26611740345015,51.14176028140379,0.0092730748667475,0.0813861638307571,0.2462023347616195,0.0838681980967521,0.2543723285198211,0.00025,saved_models/model_LSTM_machine_2.h5,20
2,GRU,0.2870937095154602,0.2519106704491662,2.156217734933388,58.27739390316364,51.17079215594164,0.0068240019472796,0.0776304006576538,0.2402361929416656,0.0829764530062675,0.2526242434978485,6.25e-05,saved_models/model_GRU_machine_2.h5,20
2,TCN,0.2943192715893013,0.2454130192664905,1.9288696240509269,58.23345822043593,49.85091968854015,-0.0437975227951714,0.0375616624951362,0.1589522063732147,0.0942919328808784,0.2594082355499267,0.00025,saved_models/model_TCN_machine_2.h5,20
3,LSTM,0.2942231154360042,0.2601459976801066,2.08921491602904,59.25026824318065,51.35574081958144,-0.0034381333000106,0.0787183791399002,0.242201879620552,0.0872998833656311,0.2618418931961059,0.00025,saved_models/model_LSTM_machine_3.h5,20
3,GRU,0.2959538534893376,0.2616626821817552,2.0625568483677967,59.66486209540052,51.65515136929713,-0.0152781038426461,0.0769161358475685,0.2392860949039459,0.0877609327435493,0.262586772441864,0.000125,saved_models/model_GRU_machine_3.h5,20
3,TCN,0.308728316072057,0.2638253014194178,2.1493010307579645,60.380565081246,52.0820766883536,-0.1048159870716884,0.0156070431694388,0.0992888733744621,0.1136638820171356,0.2797316908836365,0.00025,saved_models/model_TCN_machine_3.h5,20
4,LSTM,0.2895463648586878,0.2516110621752261,2.3546328687504805,59.03130735549221,51.18688529541174,-0.0016423733026127,0.083236888051033,0.249928131699562,0.0845008119940757,0.2527521550655365,0.00025,saved_models/model_LSTM_machine_4.h5,20
4,GRU,0.2892069391082884,0.2503977392420757,2.308207389385783,59.03875576632447,50.94005106933068,0.000704635534779,0.0821703970432281,0.2476997077465057,0.0844580009579658,0.2511235773563385,0.000125,saved_models/model_GRU_machine_4.h5,20
4,TCN,0.3617596843017356,0.2996611674401717,2.6167919104481387,70.45773060669543,60.96203272083125,-0.5635680474945706,0.0174359995871782,0.1047517731785774,0.1446031183004379,0.3168889582157135,0.00025,saved_models/model_TCN_machine_4.h5,20
5,LSTM,0.2953826113686868,0.2604376674781387,3.474085976609845,58.88191573315549,51.30995594238534,-0.0036077232336049,0.0876802280545234,0.2583260834217071,0.0911522731184959,0.2647488713264465,0.00025,saved_models/model_LSTM_machine_5.h5,20
5,GRU,0.296005673634277,0.2606880658006059,3.1904850580313173,59.25913612644859,51.35928800336655,-0.0078460878049588,0.0873961448669433,0.257766991853714,0.0887335166335105,0.262453556060791,0.00025,saved_models/model_GRU_machine_5.h5,20
5,TCN,0.3237163232721987,0.2735070146175525,3.2408766418042747,62.68875124818988,53.88480478208075,-0.2053782249488782,0.0169642660766839,0.1044056639075279,0.1212920174002647,0.2877342998981476,0.00025,saved_models/model_TCN_machine_5.h5,20
