Machine_ID,Model,RMSE,MAE,MAPE,SMAPE,WAPE,R2,loss,mae,val_loss,val_mae,learning_rate,model_file
29,GRU,0.28353857173032726,0.24439464959357385,19.68392872394174,57.8173045635875,50.20396981095193,-0.005796748236534199,0.0783645361661911,0.2401725798845291,0.08159519731998444,0.2465686947107315,0.000125,saved_models/model_GRU_machine_29.h5
29,TCN,0.31529138875614426,0.2619386362130077,22.153670001040044,61.269321223218874,53.807885756209025,-0.24368429848093776,0.02813122421503067,0.13581757247447968,0.11322347819805145,0.2748464047908783,0.00025,saved_models/model_TCN_machine_29.h5
30,LSTM,0.28871378330781067,0.24688383723243928,6145907591618.461,55.02822123765646,47.39305572768406,0.0003510936831347955,0.08101534843444824,0.24599213898181915,0.08398602157831192,0.24759238958358765,0.00025,saved_models/model_LSTM_machine_30.h5
30,GRU,0.29033114151087375,0.2480527058145059,5814869953364.939,55.312178537761845,47.61743758463028,-0.010880229768648109,0.08179134130477905,0.24774464964866638,0.08486253023147583,0.249153271317482,6.25e-05,saved_models/model_GRU_machine_30.h5
30,TCN,0.3248029405635843,0.2723081511951727,7083057979495.301,61.2182243587134,52.27363414861781,-0.2651801355543417,0.03928286209702492,0.16250842809677124,0.11510637402534485,0.28119727969169617,0.00025,saved_models/model_TCN_machine_30.h5
31,LSTM,0.29370426020706336,0.25428667919583864,3.0268203364940574,55.75473899929454,48.673156125978956,-0.009241006758500037,0.0824723169207573,0.24852989614009857,0.08657851070165634,0.2548666298389435,0.000125,saved_models/model_LSTM_machine_31.h5
31,GRU,0.29367387225192515,0.25349055204990306,2.995818507368716,55.615917260716294,48.52076898170229,-0.009032176393891866,0.07709936797618866,0.23844750225543976,0.08722332119941711,0.25399941205978394,0.000125,saved_models/model_GRU_machine_31.h5
31,TCN,0.3165528281753573,0.266810288446248,3.0808762583250826,57.89243872284515,51.07030720850371,-0.17237565640097063,0.00950729288160801,0.07579796761274338,0.12038522213697433,0.28567880392074585,0.00025,saved_models/model_TCN_machine_31.h5
32,LSTM,0.29470022192226075,0.2575795931774435,2.285076434286199,57.391460231863455,50.07634867890363,0.008315283688410502,0.08389125764369965,0.25065627694129944,0.0873485580086708,0.2582038938999176,3.125e-05,saved_models/model_LSTM_machine_32.h5
32,GRU,0.29527458993570693,0.2573851729957539,2.2802501892189735,57.47192491745788,50.03855122496559,0.004445947985090459,0.083771251142025,0.24944685399532318,0.0880236029624939,0.2591293752193451,0.00025,saved_models/model_GRU_machine_32.h5
32,TCN,0.34503813454889354,0.2877116869578833,2.0885745227621513,64.17298271881164,55.93436412166915,-0.35939881959857334,0.006682980805635452,0.06287272274494171,0.13525372743606567,0.3064335286617279,0.00025,saved_models/model_TCN_machine_32.h5
33,LSTM,0.285628773515993,0.247544562776989,7.376811064805762,56.20387536794428,48.21653766342769,0.009009303754164089,0.0818830281496048,0.24838358163833618,0.08252503722906113,0.24756264686584473,0.00025,saved_models/model_LSTM_machine_33.h5
33,GRU,0.28750876224233834,0.24845454236602724,8.034470062288962,55.84397374324103,48.39378278097583,-0.004078891465267631,0.08096494525671005,0.24689319729804993,0.08535701781511307,0.2528269588947296,0.00025,saved_models/model_GRU_machine_33.h5
33,TCN,0.3612009788929376,0.2928605674999544,6.776400355206827,64.2872579404201,57.043153865252165,-0.5847600127780657,0.014792818576097488,0.09634275734424591,0.1464795619249344,0.3087615668773651,0.00025,saved_models/model_TCN_machine_33.h5
34,LSTM,0.29556076809695053,0.2532636391631912,4.508050683376367,59.692941723920576,51.26519522581402,-0.011024416000388948,0.08321119844913483,0.250306099653244,0.09032262116670609,0.2569079101085663,0.00025,saved_models/model_LSTM_machine_34.h5
34,GRU,0.29602035955486655,0.2538605294230805,4.60634149606597,59.806701319780906,51.386016737353216,-0.014171108680337996,0.08426499366760254,0.2508462071418762,0.0898151621222496,0.25575563311576843,0.00025,saved_models/model_GRU_machine_34.h5
