Machine_ID,Model,RMSE,MAE,MAPE,SMAPE,WAPE,R2,loss,mae,val_loss,val_mae,learning_rate,model_file
1,LSTM,0.279274558213589,0.24084380761588936,2.5356508188965563,54.157532348152515,47.31938011147995,-0.011622818354094289,0.08094026148319244,0.24477478861808777,0.078274205327034,0.2412651628255844,3.90625e-06,saved_models/model_LSTM_machine_1.h5
1,GRU,0.2807311677708627,0.24205165325989822,2.5472574800364063,54.35482176679515,47.55668954330892,-0.022202960259218196,0.08039606362581253,0.24338048696517944,0.07935117185115814,0.24265088140964508,0.00025,saved_models/model_GRU_machine_1.h5
1,TCN,0.3235389206255578,0.2672994709342661,2.557190006295035,60.45586289517847,52.51721185586156,-0.35771599521667796,0.023221056908369064,0.12115728110074997,0.11517931520938873,0.27571436762809753,0.00025,saved_models/model_TCN_machine_1.h5
2,LSTM,0.28673951880915827,0.25176774831192555,2.1895380127483035,58.266117403450146,51.14176028140379,0.009273074866747555,0.08138616383075714,0.24620233476161957,0.08386819809675217,0.25437232851982117,0.00025,saved_models/model_LSTM_machine_2.h5
2,GRU,0.2870937095154602,0.2519106704491662,2.156217734933388,58.277393903163635,51.17079215594164,0.006824001947279612,0.07763040065765381,0.24023619294166565,0.08297645300626755,0.2526242434978485,6.25e-05,saved_models/model_GRU_machine_2.h5
2,TCN,0.2943192715893013,0.2454130192664905,1.9288696240509267,58.23345822043593,49.850919688540145,-0.04379752279517146,0.03756166249513626,0.15895220637321472,0.09429193288087845,0.25940823554992676,0.00025,saved_models/model_TCN_machine_2.h5
3,LSTM,0.29422311543600427,0.26014599768010666,2.08921491602904,59.25026824318065,51.355740819581435,-0.0034381333000106373,0.07871837913990021,0.24220187962055206,0.0872998833656311,0.26184189319610596,0.00025,saved_models/model_LSTM_machine_3.h5
3,GRU,0.2959538534893376,0.2616626821817552,2.0625568483677967,59.664862095400515,51.65515136929713,-0.015278103842646162,0.07691613584756851,0.23928609490394592,0.08776093274354935,0.262586772441864,0.000125,saved_models/model_GRU_machine_3.h5
3,TCN,0.308728316072057,0.26382530141941785,2.1493010307579645,60.380565081246004,52.0820766883536,-0.10481598707168849,0.015607043169438839,0.09928887337446213,0.11366388201713562,0.2797316908836365,0.00025,saved_models/model_TCN_machine_3.h5
4,LSTM,0.2895463648586878,0.2516110621752261,2.3546328687504805,59.03130735549221,51.18688529541174,-0.001642373302612743,0.08323688805103302,0.24992813169956207,0.08450081199407578,0.2527521550655365,0.00025,saved_models/model_LSTM_machine_4.h5
4,GRU,0.2892069391082884,0.25039773924207576,2.308207389385783,59.03875576632447,50.94005106933068,0.0007046355347790634,0.08217039704322815,0.24769970774650574,0.08445800095796585,0.2511235773563385,0.000125,saved_models/model_GRU_machine_4.h5
4,TCN,0.36175968430173566,0.2996611674401717,2.6167919104481387,70.45773060669543,60.96203272083125,-0.5635680474945706,0.01743599958717823,0.10475177317857742,0.14460311830043793,0.3168889582157135,0.00025,saved_models/model_TCN_machine_4.h5
5,LSTM,0.2953826113686868,0.26043766747813873,3.474085976609845,58.88191573315549,51.30995594238534,-0.0036077232336049203,0.08768022805452347,0.25832608342170715,0.09115227311849594,0.26474887132644653,0.00025,saved_models/model_LSTM_machine_5.h5
5,GRU,0.296005673634277,0.2606880658006059,3.1904850580313173,59.25913612644859,51.35928800336655,-0.007846087804958879,0.08739614486694336,0.257766991853714,0.08873351663351059,0.262453556060791,0.00025,saved_models/model_GRU_machine_5.h5
5,TCN,0.3237163232721987,0.27350701461755256,3.2408766418042747,62.68875124818988,53.88480478208075,-0.20537822494887825,0.016964266076683998,0.10440566390752792,0.12129201740026474,0.2877342998981476,0.00025,saved_models/model_TCN_machine_5.h5
6,LSTM,0.29489682796215616,0.2555957256704562,4.748630661038137,58.39785989605188,50.33672813977981,-0.0054876087044446464,0.08180554211139679,0.24660654366016388,0.08792218565940857,0.2563508152961731,0.00025,saved_models/model_LSTM_machine_6.h5
6,GRU,0.2951626612037657,0.2553469614391742,4.752954794329094,58.284600981738755,50.28773679828495,-0.007301209120474272,0.08187911659479141,0.24631746113300323,0.08892761170864105,0.2579021453857422,0.00025,saved_models/model_GRU_machine_6.h5
6,TCN,0.3225579678119792,0.26664642129291644,4.847289486264837,60.269738909133665,52.51303942137152,-0.2029624444021838,0.028113873675465584,0.13670966029167175,0.11586908996105194,0.2769128680229187,0.00025,saved_models/model_TCN_machine_6.h5
7,LSTM,0.2997017528661607,0.2628776122987283,2.477777271035594,60.898471888034,52.18316454908735,-0.016952240244538563,0.08344448357820511,0.25190672278404236,0.09004688262939453,0.26296746730804443,0.00025,saved_models/model_LSTM_machine_7.h5
7,GRU,0.3004586720927022,0.26287212842020635,2.5445108644913463,60.58790437290874,52.182075958344406,-0.022095505022104778,0.08228884637355804,0.2489907443523407,0.09263865649700165,0.2659810483455658,0.00025,saved_models/model_GRU_machine_7.h5
