Machine_ID,Model,RMSE,MAE,MAPE,SMAPE,WAPE,R2,loss,mae,val_loss,val_mae,learning_rate,model_file
1,LSTM,0.2784339495678483,0.23955962977367184,2.4511615293584423,53.4729364808089,46.85574524502689,-0.010982862164203633,0.08179658651351929,0.24640007317066193,0.0778711661696434,0.2400907427072525,0.000125,saved_models/model_LSTM_machine_1.h5
1,GRU,0.279870257769443,0.24135947490823487,2.48080556743529,53.81970639730117,47.20777903797129,-0.021440123437657777,0.0807974562048912,0.2442406862974167,0.07972152531147003,0.2439863085746765,0.00025,saved_models/model_GRU_machine_1.h5
1,TCN,0.31976761603302656,0.26461032007022367,2.787600623955861,59.220452477743116,51.75543875288644,-0.3334243332647846,0.020833440124988556,0.11539319157600403,0.1122705489397049,0.274657279253006,0.00025,saved_models/model_TCN_machine_1.h5
2,LSTM,0.28742131607088045,0.25233168010179907,2.241606485263082,58.01304425566083,51.116615768374615,0.005314957717973412,0.08110180497169495,0.24601753056049347,0.08305484801530838,0.2529814839363098,0.000125,saved_models/model_LSTM_machine_2.h5
2,GRU,0.28763179804352484,0.2519779340534142,2.1451098978273673,58.24225137998352,51.04495492567909,0.0038575854374395258,0.0776553601026535,0.2399711012840271,0.0834900513291359,0.25356367230415344,0.000125,saved_models/model_GRU_machine_2.h5
2,TCN,0.30680511844102165,0.2601735016058612,2.332068019907111,59.35263354191543,52.70518909608998,-0.13337294508571995,0.018769212067127228,0.1107320785522461,0.1126006543636322,0.27957314252853394,0.00025,saved_models/model_TCN_machine_2.h5
3,LSTM,0.2943219935722984,0.26062276051273614,2.0918778561840776,59.52212573827822,51.42473715560219,-0.0011683852646620085,0.07912270724773407,0.24298691749572754,0.08685095608234406,0.2609291672706604,0.000125,saved_models/model_LSTM_machine_3.h5
3,GRU,0.295413948941183,0.26115098909631745,2.086707868665441,59.626888255111986,51.52896449175388,-0.008610976710831109,0.07695243507623672,0.23952627182006836,0.08750694990158081,0.2616542875766754,3.125e-05,saved_models/model_GRU_machine_3.h5
3,TCN,0.3487806992800328,0.2931208205260532,2.2296637349259805,66.35008561702176,57.83708652587195,-0.4059393367231787,0.01886310987174511,0.11011859029531479,0.13384976983070374,0.3059196472167969,0.000125,saved_models/model_TCN_machine_3.h5
4,LSTM,0.2910195188665444,0.2538860665225691,2.393119366157198,59.73816883046828,51.61797211177526,0.0007714555458895322,0.0831046923995018,0.2495833933353424,0.08515496551990509,0.2544253468513489,0.000125,saved_models/model_LSTM_machine_4.h5
4,GRU,0.290926085485224,0.25306437833309153,2.4157001332778822,59.451995115960955,51.45091340457654,0.0014129679427891118,0.0820295587182045,0.24731174111366272,0.08710626512765884,0.2545427978038788,0.00025,saved_models/model_GRU_machine_4.h5
4,TCN,0.3369449259786788,0.28121366919331925,2.4530213011908963,65.16683477019386,57.17398962727394,-0.33948679500624235,0.013140481896698475,0.08923918008804321,0.12799333035945892,0.2929851710796356,0.00025,saved_models/model_TCN_machine_4.h5
5,LSTM,0.29596786188404306,0.2620782176861077,3.534118520149622,59.49444354796054,51.53124248101574,0.0019866310946895505,0.08755406737327576,0.25809094309806824,0.08928457647562027,0.2641967236995697,0.00025,saved_models/model_LSTM_machine_5.h5
